id,question,answer
7384,is ace king queen a run in rummy,True
7385,malcolm in the middle malcolm is a genius,True
7386,can a mlb coach play in a game,True
7387,can a single tectonic plate contain both oceanic and continental crust,True
7388,does human body temperature change during the day,True
7389,is the blarney stone in the blarney castle,True
7390,does the ford escape come in a hybrid,True
7391,was frasier filmed in front of a live audience,True
7392,can you pass your own pawn in sorry,True
7393,did eli die in the book of eli,True
7394,are there lymph nodes in the back of the knee,True
7395,does having a baby in australia give you citizenship,False
7396,are allied and north american the same company,True
7397,delphi group decision making is used to develop consensus among a group of experts,True
7398,does disney own the rights to harry potter,False
7399,is there a new season of agents of shield,True
7400,does jurrassic world fallen kingdom have a post credits scene,False
7401,are they going to make a kung fu panda 4,True
7402,is the force of a spring a conservative force,True
7403,interphase is a phase of mitosis true or false,True
7404,is the show the originals a spin off,True
7405,is washington dc one of the 50 states,False
7406,is any part of the white house original,True
7407,is it possible to have more than 2 nipples,True
7408,was the treaty of versailles made at the paris peace conference,True
7409,is the song stand by me a gospel song,True
7410,is the chicago blackhawks in the stanley cup playoffs,False
7411,does penny die in out of my mind,False
7412,does george ever come back to greys anatomy,False
7413,is sa airlink the same as sa express,False
7414,is the movie rudy based on a real story,True
7415,did harry potter and the cursed child come out,True
7416,does a blue whale have a dorsal fin,True
7417,is the fluid component of blood a complex mixture of water,True
7418,is there an air force base in new mexico,True
7419,do i need a visa for europe if i have indefinite leave to remain in uk,True
7420,do nba coaches have to wear a tie,True
7421,is suny buffalo the same as university of buffalo,True
7422,is the state of the union address mandated by the constitution,True
7423,does hugh grant sing in music and lyrics movie,True
7424,is bluebell from hart of dixie a real place,False
7425,is the antarctic ocean the same as the southern ocean,True
7426,is fs1 the same as fox sports wisconsin,False
7427,is the manhattan bridge the same as the brooklyn bridge,False
7428,is sam still lucifer in supernatural season 6,False
7429,are they still making epic rap battles of history,False
7430,does the dog die in the other side of the door,True
7431,is it possible for a triangle to have two obtuse angles,False
7432,is 18 the legal age in every country,False
7433,was the one love manchester a free concert,False
7434,is a vidalia onion the same as a sweet onion,True
7435,is the liver part of the gi system,False
7436,are homologous chromosomes and sister chromatids the same,False
7437,is the port of portland a government agency,True
7438,does the team get to keep the stanley cup,False
7439,are there mountain lions in yellowstone national park,True
7440,is it a crime to steal a dog,True
7441,is jealousy one of the seven deadly sins,False
7442,is the movie hoosiers based on real story,True
7443,is the movie red sparrow based on a book,True
7444,are a sheep and a lamb the same,True
7445,is the tv show the chase still on,False
7446,where do jamie and claire live in america,True
7447,is star wars rogue one part of the trilogy,False
7448,is black mirror season 4 episode 5 in black and white,True
7449,is it legal to open carry in north carolina,True
7450,is the book pay it forward a true story,False
7451,is there a video on youtube with 1 billion views,True
7452,is there going to be a season 2 of the ancient magus bride,False
7453,are hash tables and hash maps the same,True
7454,is there an army base in new york city,True
7455,can a tertiary consumer eat a primary consumer,True
7456,do different dog breeds have different gestation periods,False
7457,is it illegal to drink in public in london,False
7458,is ghost in the shell based on the anime,False
7459,can a brown recluse spider kill a human,True
7460,is there a new xmen movie in the works,True
7461,does the bible say do unto others as you would have them do unto you,True
7462,is raw linseed oil the same as flaxseed oil,True
7463,can a supreme court justice be removed from office,True
7464,has brazil always qualified for the world cup,True
7465,does jamie lee curtis die in halloween h20,False
7466,is a series of unfortunate events based on a real story,False
7467,is the czech republic part of the eu,True
7468,can u buy beer in indiana on sunday,True
7469,will there be a second season of free reign,True
7470,do you have to provide id to police in arizona,False
7471,is the czech republic a member of the eu,True
7472,are olympic medals engraved with winners name,False
7473,did spartacus die at the end of the movie,True
7474,is ori and the blind forest on xbox 360,False
7475,is the ankle considered part of the foot,True
7476,does a drivers license work in every state,True
7477,have two teams ever met twice in world cup,True
7478,is the cosmic cube the same as the tesseract,True
7479,can a tracfone be used on straight talk,False
7480,can a passport card be used as id,True
7481,does mr miyagi die in karate kid 3,False
7482,is first round of hockey best of 5,False
7483,is it bad to put soap in your mouth,True
